DHCR24	5.89E-25	2.59E-22
SOX10	1.26E-24	5.51E-22
APOD	1.31E-22	5.76E-20
ROPN1	1.80E-22	7.92E-20
EN1	1.54E-21	6.77E-19
TFAP2B	2.08E-20	9.11E-18
SPDEF	1.34E-19	5.88E-17
TRGC2	1.55E-19	6.81E-17
SERHL2	2.94E-19	1.29E-16
SCRG1	7.05E-19	3.09E-16
UGT2B28	2.61E-18	1.15E-15
XBP1	3.07E-18	1.35E-15
GALNT10	4.32E-18	1.90E-15
TRGV9	6.73E-18	2.95E-15
IGLJ3	1.68E-17	7.36E-15
CPE	1.94E-17	8.50E-15
POU2AF1	4.59E-17	2.01E-14
CLCA2	8.38E-17	3.68E-14
SCNN1A	1.00E-16	4.40E-14
TRPS1	1.00E-16	4.40E-14
IGKV1D-13	1.61E-16	7.06E-14
HMGCS2	1.86E-16	8.16E-14
NTN3	2.54E-16	1.11E-13
SPARC	3.74E-16	1.64E-13
S100A1	3.89E-16	1.71E-13
P2RY2	4.16E-16	1.83E-13
MYBL1	5.94E-16	2.61E-13
GBP2	6.19E-16	2.72E-13
LOC652493	6.57E-16	2.88E-13
PPIC	8.10E-16	3.55E-13
IFI44	1.01E-15	4.43E-13
GHR	1.10E-15	4.84E-13
C3orf14	1.79E-15	7.84E-13
COL1A2	1.87E-15	8.22E-13
ALOX5	2.71E-15	1.19E-12
BCL2A1	3.30E-15	1.45E-12
IGKC	3.69E-15	1.62E-12
CTSC	5.24E-15	2.30E-12
MX1	1.13E-14	4.96E-12
AEBP1	1.17E-14	5.14E-12
S100A8	1.54E-14	6.78E-12
ALOX15B	2.16E-14	9.47E-12
ZBTB16	2.34E-14	1.03E-11
HTRA1	2.54E-14	1.12E-11
DHRS2	4.80E-14	2.11E-11
LOC339562	6.13E-14	2.69E-11
KIAA1324	6.49E-14	2.85E-11
TSPAN8	1.20E-13	5.25E-11
TGFBR3	1.53E-13	6.74E-11
CKAP2	1.79E-13	7.87E-11
KRT23	2.32E-13	1.02E-10
TTYH1	2.70E-13	1.19E-10
DCN	2.71E-13	1.19E-10
MS4A1	3.23E-13	1.42E-10
CRYAB	3.37E-13	1.48E-10
POSTN	3.54E-13	1.55E-10
CXCL12	4.16E-13	1.82E-10
GNG12	5.46E-13	2.40E-10
KRT17	5.85E-13	2.57E-10
RASGRP1	6.04E-13	2.65E-10
COL5A1	6.41E-13	2.81E-10
CAV1	6.45E-13	2.83E-10
KRT14	7.66E-13	3.36E-10
TNFSF10	1.06E-12	4.67E-10
COL11A1	1.10E-12	4.81E-10
IGHM	1.26E-12	5.52E-10
SLC26A2	1.39E-12	6.11E-10
SEMA3C	1.67E-12	7.33E-10
FAM5C	2.01E-12	8.84E-10
RARRES2	2.31E-12	1.02E-09
IGL@	2.96E-12	1.30E-09
S100A7	3.05E-12	1.34E-09
ACTG2	3.55E-12	1.56E-09
HIST1H4H	3.57E-12	1.57E-09
FXYD6	3.65E-12	1.60E-09
GPR87	4.82E-12	2.11E-09
NUAK1	5.56E-12	2.44E-09
NNMT	6.54E-12	2.87E-09
IFI27	6.54E-12	2.87E-09
CFB	7.07E-12	3.10E-09
COL1A1	7.61E-12	3.34E-09
TOX3	9.14E-12	4.01E-09
MMP2	9.83E-12	4.31E-09
FKBP5	1.12E-11	4.91E-09
PON3	1.14E-11	5.02E-09
LTF	1.33E-11	5.83E-09
COL5A2	1.44E-11	6.33E-09
SPIB	1.50E-11	6.58E-09
GPR177	1.59E-11	6.98E-09
LOC100133233	1.63E-11	7.15E-09
PYCARD	1.66E-11	7.30E-09
MAF	1.67E-11	7.34E-09
SPON1	1.69E-11	7.42E-09
DSE	1.87E-11	8.23E-09
PLS3	1.92E-11	8.42E-09
SGCE	2.21E-11	9.72E-09
COL10A1	2.63E-11	1.16E-08
IGKV4-1	2.69E-11	1.18E-08
PLSCR1	3.40E-11	1.49E-08
IVD	3.46E-11	1.52E-08
MIA	3.48E-11	1.53E-08
AK3L1	3.52E-11	1.54E-08
DACT1	3.71E-11	1.63E-08
NRIP1	4.62E-11	2.03E-08
WWP2	4.79E-11	2.10E-08
SERPINB5	4.86E-11	2.13E-08
ASPN	5.57E-11	2.45E-08
COBL	6.08E-11	2.67E-08
MFAP5	6.86E-11	3.01E-08
AHNAK2	8.13E-11	3.57E-08
FILIP1L	8.66E-11	3.80E-08
ID1	8.77E-11	3.85E-08
S100A9	1.07E-10	4.71E-08
SERPINB1	1.11E-10	4.86E-08
SLC2A10	1.11E-10	4.86E-08
FAP	1.34E-10	5.88E-08
